,DF,DF_acc,Fmax,Fmax_acc,SF,gender,height,id,mass,speed,stride_frequency_acc,tc,tc_acc,tce,tce_acc,tf,tf_acc,tfe,tfe_acc
194,31.945959200472863,34.64080739445167,2.779741277980729,2.5920591233435264,1.4932650875514428,1.0,1.8,74.0,69.0,13.0,1.4938199567797863,214.00000000000006,231.91370999999995,136.50000000000006,164.76116,120.75,102.64212500000001,197.99999999999994,169.80596
195,35.94001054913752,35.14116736356725,2.317712768276031,2.5008022426095824,1.3237590683236837,0.0,1.683,75.0,63.0,9.0,1.3240786805015534,271.5,265.41026999999997,181.75000000000006,184.94925000000003,105.99999999999997,112.22178,196.0,192.536665
196,31.40137303828255,34.4623947435028,2.569438882835323,2.6138149847094803,1.3029787106487398,0.0,1.683,75.0,63.0,11.0,1.3032760206134966,240.99999999999986,264.45120000000003,171.24995000000004,187.95857999999996,142.75000000000006,119.09297000000001,212.50004999999996,196.03381000000002
197,30.345086237435197,34.88638274572595,2.634260769961743,2.5711977573904177,1.3904586879422196,0.0,1.683,75.0,63.0,13.0,1.390238562325152,218.25,250.950515,156.75000000000003,176.96856000000002,140.99999999999994,108.50006,202.5,182.38064999999997
198,36.34398217992045,36.00041124409929,2.4808426803200203,2.421296636085627,1.2991969081552623,1.0,1.9,76.0,74.0,9.0,1.2987067424122078,279.7499999999999,277.19931499999996,176.74994999999996,189.03553999999994,105.00000000000003,107.73188999999999,208.0000500000001,196.01439
199,33.5501621985882,35.4362632480638,2.603998578830285,2.482125891946993,1.3569173197455136,1.0,1.9,76.0,74.0,11.0,1.35705096234619,247.24999999999986,261.14316999999994,162.99999999999997,180.62217,121.25000000000011,107.06790000000001,205.49999999999994,187.67331
200,31.695556317702614,35.56208634847469,2.6756805744082337,2.468135066258919,1.3781308693982939,1.0,1.9,76.0,74.0,13.0,1.376834313152163,230.00000000000006,258.318545,157.75,178.10852500000001,133.24999999999994,105.287255,205.5,185.29414000000006
201,36.564669369301704,36.02204062797369,2.4325909067311144,2.4068817533129456,1.4352887189389496,1.0,1.7,77.0,60.0,9.0,1.4346416917831784,254.75,251.09166999999997,164.99999999999997,170.98788500000003,93.75000000000004,97.62268000000002,183.75,177.69506000000004
202,32.77081781795056,35.41717713940655,2.608706247810607,2.474926095820591,1.4998484829592453,1.0,1.7,77.0,60.0,11.0,1.4996589123409143,218.49999999999991,236.17774500000002,149.75000000000017,163.496125,115.00000000000009,97.130365,183.7499999999999,170.15533
203,31.590805754323203,35.34966255621527,2.6713608006733507,2.484546381243629,1.5486359570661896,1.0,1.7,77.0,60.0,13.0,1.548408573976636,204.0,228.30237500000004,140.49999999999994,158.492235,118.74999999999996,94.575515,182.24999999999997,164.448365
